País,sexo,nivel_laboral,año,prom_ganancias,moneda,note_source.label
Switzerland,Mujeres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,27.71,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Mujeres,Operadores de instalaciones y máquinas y ensambladores,2014,28.62,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Mujeres,Ocupaciones elementales,2014,29.1,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Mujeres,Ocupaciones militares,2014,34.48,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Switzerland,Mujeres,No clasificado,2014,41.2,Currency: CHE - Euro (EUR),Repository: ILO-STATISTICS - Micro data processing
Germany,Total,Total,2014,17.78,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,Directores y gerentes,2014,43.46,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,Profesionales científicos e intelectuales,2014,26.88,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,Técnicos y profesionales de nivel medio,2014,19.98,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,Personal de apoyo administrativo,2014,16.7,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,Trabajadores de los servicios y vendedores de comercios y mercados,2014,11.82,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,12.53,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,16.41,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,Operadores de instalaciones y máquinas y ensambladores,2014,14.66,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Total,Ocupaciones elementales,2014,9.89,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Hombres,Total,2014,19.87,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Hombres,Directores y gerentes,2014,46.22,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Hombres,Profesionales científicos e intelectuales,2014,29.97,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Hombres,Técnicos y profesionales de nivel medio,2014,23.27,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Hombres,Personal de apoyo administrativo,2014,17.63,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,12.77,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Germany,Hombres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,12.84,Currency: DEU - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
